productType,brand,yearOfManufacture,conditionId,warrantyPolicy,mileage,rangePerCharge,batteryCapacity,batteryType,chargeCycles,batteryLifespan,maxSpeed,color,chargeTime,compatibleVehicle,FINAL_SALE_PRICE
battery,Vinfast,2023,3,Hết bảo hành,,,77 Ah,Lead Acid,72,34 tháng,,,3 giờ,Ford F-150 Lightning,18200000
battery,BYD,2019,1,Còn bảo hành chính hãng,,,49 Ah,Lithium-ion,712,60 tháng,,,3 giờ,Xe đạp điện (Chung),6200000
battery,CATL,2024,2,Còn bảo hành chính hãng,,,105 kWh,Lithium-ion,824,19 tháng,,,6.5 giờ,Ford F-150 Lightning,82300000
motorbike,Gogoro,2023,4,Còn bảo hành chính hãng,60424,216.0,72 Ah,Lithium-ion,237.0,,97.0,Nâu,6-8 giờ,,23100000
motorbike,Dat Bike,2021,2,Hết bảo hành,36480,159.0,68 Ah,NMC,250,,65.0,Hồng,8-10 giờ,,29900000
battery,BYD,2023,3,Hết bảo hành,,,56 Ah,Lead Acid,847.0,53 tháng,,,8-10 giờ,Vinfast Evo 200,9000000
motorbike,Gogoro,2020,1,Còn bảo hành chính hãng,5392,113,63 Ah,Lead Acid,273,,55.0,Xám,4 giờ,,29700000
car,BYD,2020,3,Hết bảo hành,51820,284,36 kWh,NCA,484,,161,Xanh lá,4 giờ,,199400000
bike,Himo,2023,4,Hết bảo hành,1056.0,70,28 Ah,NMC,276.0,,25.0,Vàng,6.5 giờ,,9800000
car,Tesla,2018,3,Còn bảo hành chính hãng,119583.2,291.7,110 kWh,NCA,122,,193.6,Nâu,4 giờ,,1736100000
car,BMW,2022,4,Còn bảo hành chính hãng,15446.2,429.6,73 kWh,LFP,486.0,,201.1,Đỏ,3 giờ,,694200000
car,Audi,2022,2,Hết bảo hành,108438.8,669.3,51 kWh,NCA,789.0,,135.5,Trắng,8-10 giờ,,910300000
motorbike,Yadea,2023,4,Hết bảo hành,21366.5,169.2,64 Ah,Lithium-ion,180,,57.5,Cam,4 giờ,,84900000
car,Audi,2018,4,Còn bảo hành chính hãng,21354.3,346.1,64 kWh,Lithium-ion,530,,173.8,Trắng,7 giờ,,1578300000
battery,CATL,2022,1,Hết bảo hành,,,42 Ah,LFP,977.0,42 tháng,,,9 giờ,Audi e-tron,47000000
bike,Trek,2022,2,Còn bảo hành chính hãng,2599.3,34.6,13 Ah,LFP,666.0,,43.8,Đen,5 giờ,,8200000
motorbike,Zero,2024,1,Hết bảo hành,27040.6,82.7,41 Ah,Lithium-ion,261,,81.1,Cam,8-10 giờ,,25300000
motorbike,Pega,2020,3,Còn bảo hành chính hãng,8630.5,164.2,74 Ah,Lithium-ion,975.0,,94.6,Xanh,3 giờ,,48300000
motorbike,Yadea,2019,4,Hết bảo hành,46410.3,133,45 Ah,Lithium-ion,581,,52.5,Cam,9 giờ,,28700000
car,Tesla,2019,1,Hết bảo hành,5181.3,621.1,93 kWh,NMC,841,,241.5,Đỏ,6-8 giờ,,2200300000
bike,Trek,2019,4,Hết bảo hành,10922.7,52.9,23 Ah,NMC,289.0,,28.9,Xanh,4 giờ,,5100000
motorbike,DKBike,2023,3,Hết bảo hành,59132.9,207.0,63 Ah,Lead Acid,315.0,,61.4,Đỏ,7.5 giờ,,55100000
motorbike,Yadea,2022,4,Còn bảo hành chính hãng,19392.3,130.4,40 Ah,LFP,399.0,,40.9,Xanh,3 giờ,,80000000
battery,Eve Energy,2022,1,Hết bảo hành,,,40 Ah,NMC,363,49 tháng,,,10 giờ,Audi e-tron,58600000
car,Audi,2023,1,Hết bảo hành,2604.9,299.4,57 kWh,Lithium-ion,491,,212.1,Vàng,3 giờ,,1738300000
motorbike,Pega,2021,1,Hết bảo hành,5275.7,140.9,67 Ah,Lead Acid,398.0,,91.8,Đen,4 giờ,,68800000
bike,Xiaomi,2024,2,Còn bảo hành chính hãng,1476.4,56.0,14 Ah,Lithium-ion,949.0,,39.6,Nâu,4 giờ,,24400000
car,Mercedes,2022,3,Hết bảo hành,133138.3,436.1,96 kWh,LFP,745.0,,209.9,Bạc,3 giờ,,1005200000
motorbike,Dat Bike,2018,2,Còn bảo hành chính hãng,39333.3,211.1,78 Ah,LFP,24,,42.4,Nâu,8-10 giờ,,80100000
motorbike,Pega,2019,4,Còn bảo hành chính hãng,30809.6,114.3,71 Ah,Lithium-ion,573,,78.2,Vàng,9 giờ,,19200000
motorbike,Vinfast,2022,2,Hết bảo hành,48716.6,103.7,78 Ah,NMC,115.0,,64.6,Nâu,7 giờ,,33200000
battery,LG Chem,2018,2,Còn bảo hành chính hãng,,,75 Ah,LFP,560,18 tháng,,,7 giờ,Tesla Model 3,56400000
car,Mercedes,2018,1,Còn bảo hành chính hãng,43817.8,280.6,115 kWh,LFP,858.0,,197.4,Đen,2.5 giờ,,1588100000
motorbike,Zero,2020,4,Còn bảo hành chính hãng,7474,157.6,59 Ah,Lead Acid,972,,93.6,Xanh rêu,4 giờ,,44600000
battery,LG Chem,2019,4,Hết bảo hành,,,67 Ah,NCA,659.0,30 tháng,,,3 giờ,Xe đạp điện (Chung),23900000
battery,Panasonic,2024,1,Còn bảo hành chính hãng,,,40 kWh,LFP,209.0,32 tháng,,,7.5 giờ,Tesla Model 3,11900000
motorbike,DKBike,2019,4,Còn bảo hành chính hãng,24744.6,131.8,45 Ah,NMC,647.0,,70.6,Hồng,4 giờ,,53800000
motorbike,Dat Bike,2024,1,Hết bảo hành,15625.3,100.4,63 Ah,Lead Acid,337.0,,96.6,Nâu,3 giờ,,60900000
car,Wuling,2018,2,Còn bảo hành chính hãng,78059.2,551.5,111 kWh,NMC,691,,246.0,Đỏ,8-10 giờ,,1983300000
battery,CATL,2018,2,Hết bảo hành,,,78 Ah,LFP,287.0,7 tháng,,,7.5 giờ,Dat Bike Weaver,22200000
battery,CALB,2023,4,Còn bảo hành chính hãng,,,56 Ah,NCA,971,54 tháng,,,6-8 giờ,"Xe máy điện, xe đạp điện",27400000
car,Wuling,2023,3,Còn bảo hành chính hãng,61950,216.5,50 kWh,LFP,661,,143.5,Nâu,10 giờ,,918800000
motorbike,Dat Bike,2018,1,Còn bảo hành chính hãng,34312.7,247.6,71 Ah,LFP,72,,75.6,Đỏ,10 giờ,,88700000
battery,Eve Energy,2018,2,Còn bảo hành chính hãng,,,56 Ah,Lead Acid,222,43 tháng,,,3 giờ,Dat Bike Weaver,16000000
bike,Himo,2019,3,Còn bảo hành chính hãng,14752.2,57.9,25 Ah,Lithium-ion,903,,41,Bạc,7.5 giờ,,11300000
battery,Samsung,2020,1,Còn bảo hành chính hãng,,,45 Ah,NMC,143,21 tháng,,,10 giờ,,49800000
motorbike,Yadea,2022,3,Còn bảo hành chính hãng,41403.4,195.2,58 Ah,Lithium-ion,790,,82.7,Cam,3 giờ,,38300000
bike,Giant,2019,4,Hết bảo hành,9695.3,42.2,10 Ah,Lead Acid,167.0,,33,Nâu,9 giờ,,12400000
bike,Giant,2023,1,Còn bảo hành chính hãng,12573.8,77.3,27 Ah,Lithium-ion,357.0,,43.5,Nâu,3 giờ,,13500000
motorbike,Zero,2020,3,Còn bảo hành chính hãng,18130.1,192.2,65 Ah,Lithium-ion,317.0,,98.9,Bạc,5 giờ,,81300000
battery,LG Chem,2020,1,Còn bảo hành chính hãng,,,41 kWh,NMC,591,6 tháng,,,6-8 giờ,Hyundai Kona EV,33100000
bike,Giant,2019,4,Hết bảo hành,4219.1,79.0,25 Ah,Lead Acid,28.0,,42.9,Đen,2.5 giờ,,22600000
motorbike,Yadea,2022,1,Hết bảo hành,54613.3,189.1,50 Ah,Lead Acid,73,,96.1,Vàng,9 giờ,,28000000
motorbike,Yadea,2018,3,Hết bảo hành,46862.3,178.7,64 Ah,LFP,441,,79.8,Đỏ,7 giờ,,29600000
car,Hyundai,2020,4,Còn bảo hành chính hãng,24540.8,474.4,103 kWh,NCA,933,,172.8,Vàng,4 giờ,,1267500000
car,Hyundai,2019,3,Hết bảo hành,3202.3,446.9,97 kWh,NCA,180,,214.5,Đen,6-8 giờ,,1169500000
battery,Eve Energy,2024,1,Hết bảo hành,,,46 kWh,NCA,411,8 tháng,,,5 giờ,Audi e-tron,13500000
motorbike,DKBike,2019,1,Còn bảo hành chính hãng,39824.8,95.9,61 Ah,NMC,659.0,,55.9,Đen,7 giờ,,28800000
bike,Trek,2020,4,Hết bảo hành,5926.8,92.4,11 Ah,LFP,249.0,,32,Xanh,3 giờ,,22300000
bike,Specialized,2018,1,Hết bảo hành,10050.4,90.5,25 Ah,Lithium-ion,303,,30.6,Xanh rêu,7 giờ,,8200000
car,Vinfast,2021,2,Hết bảo hành,96998.1,288.6,79 kWh,LFP,211,,243.6,Nâu,7.5 giờ,,1814600000
motorbike,DKBike,2020,4,Còn bảo hành chính hãng,25974.1,82.6,63 Ah,Lithium-ion,537.0,,59.8,Đen,10 giờ,,49100000
bike,Gogoro,2022,3,Hết bảo hành,14706.0,35.3,10 Ah,Lithium-ion,118.0,,31.3,Bạc,7.5 giờ,,23900000
motorbike,Pega,2019,4,Hết bảo hành,39020.4,239.1,42 Ah,NCA,37.0,,74.2,Bạc,10 giờ,,25400000
battery,Eve Energy,2022,1,Hết bảo hành,,,71 Ah,Lithium-ion,645.0,52 tháng,,,5 giờ,Dat Bike Weaver,61300000
battery,Panasonic,2021,4,Còn bảo hành chính hãng,,,66 kWh,Lead Acid,981,47 tháng,,,8-10 giờ,,12300000
bike,Himo,2018,2,Hết bảo hành,12737.6,39.6,25 Ah,NCA,804,,36.1,Trắng,5 giờ,,20700000
car,BMW,2019,4,Còn bảo hành chính hãng,121612,633.5,62 kWh,NMC,557.0,,121.4,Vàng,7.5 giờ,,336900000
battery,Eve Energy,2021,2,Còn bảo hành chính hãng,,,75 kWh,LFP,844,50 tháng,,,3 giờ,Hyundai Kona EV,28200000
battery,Eve Energy,2018,2,Còn bảo hành chính hãng,,,47 Ah,NMC,340,51 tháng,,,4 giờ,"Xe máy điện, xe đạp điện",67000000
bike,Himo,2024,4,Hết bảo hành,13355.6,53.7,11 Ah,Lead Acid,673,,26.9,Hồng,8-10 giờ,,4400000
battery,Panasonic,2020,2,Hết bảo hành,,,90 kWh,Lead Acid,978.0,30 tháng,,,8-10 giờ,Hyundai Kona EV,37400000
bike,Giant,2019,3,Hết bảo hành,4333.8,71.4,26 Ah,Lithium-ion,209.0,,25.7,Xanh,9 giờ,,14400000
motorbike,Vinfast,2019,4,Còn bảo hành chính hãng,25277.3,101.6,72 Ah,NCA,802,,89.7,Vàng,3 giờ,,83600000
bike,Specialized,2022,4,Hết bảo hành,12638.2,43.6,24 Ah,LFP,215.0,,39.0,Vàng,5 giờ,,24000000
car,Audi,2024,4,Hết bảo hành,20345.4,684.8,79 kWh,LFP,839.0,,115.7,Vàng,7 giờ,,1962500000
battery,Eve Energy,2022,2,Hết bảo hành,,,58 kWh,NCA,850,33 tháng,,,6-8 giờ,Hyundai Kona EV,54200000
battery,Samsung,2023,2,Hết bảo hành,,,101 kWh,NCA,365.0,28 tháng,,,10 giờ,"Xe máy điện, xe đạp điện",40600000
car,Vinfast,2018,4,Còn bảo hành chính hãng,61638.5,286.6,50 kWh,NMC,927.0,,171.9,Bạc,4 giờ,,1174800000
battery,Eve Energy,2020,2,Hết bảo hành,,,87 kWh,Lithium-ion,657.0,30 tháng,,,7 giờ,Xe đạp điện (Chung),20500000
bike,Giant,2024,1,Hết bảo hành,4235.0,96.8,16 Ah,LFP,256.0,,38.1,Cam,9 giờ,,15300000
motorbike,Yadea,2023,1,Còn bảo hành chính hãng,29430,122.1,55 Ah,LFP,880,,49.5,Trắng,5 giờ,,68100000
motorbike,Yadea,2019,2,Hết bảo hành,8213.5,87.8,69 Ah,LFP,304,,91.3,Hồng,10 giờ,,85200000
bike,Gogoro,2024,3,Còn bảo hành chính hãng,7138.9,36.8,25 Ah,Lead Acid,472,,41.1,Đen,10 giờ,,14500000
motorbike,Zero,2020,1,Còn bảo hành chính hãng,32580.7,190.5,49 Ah,Lithium-ion,308.0,,96.9,Vàng,10 giờ,,60600000
battery,LG Chem,2023,2,Còn bảo hành chính hãng,,,70 Ah,Lead Acid,821,15 tháng,,,5 giờ,Hyundai Kona EV,9200000
car,Mercedes,2024,1,Hết bảo hành,75718.9,628.2,118 kWh,Lead Acid,678.0,,205.8,Đen,7.5 giờ,,828300000
bike,Trek,2018,4,Hết bảo hành,14161.2,96.1,29 Ah,LFP,811,,36.5,Hồng,7.5 giờ,,21100000
motorbike,Vinfast,2021,2,Hết bảo hành,45065.8,157.9,76 Ah,Lead Acid,694,,77.6,Hồng,9 giờ,,39800000
battery,CATL,2024,3,Hết bảo hành,,,79 Ah,NCA,436.0,15 tháng,,,3 giờ,Xe đạp điện (Chung),36500000
battery,Eve Energy,2020,1,Hết bảo hành,,,52 kWh,Lithium-ion,304,17 tháng,,,4 giờ,Dat Bike Weaver,36400000
bike,Giant,2022,3,Còn bảo hành chính hãng,322.4,36.6,12 Ah,Lead Acid,321,,31.7,Đỏ,5 giờ,,16300000
battery,LG Chem,2021,2,Hết bảo hành,,,73 kWh,NMC,941,56 tháng,,,8-10 giờ,Hyundai Kona EV,8700000
motorbike,DKBike,2020,3,Hết bảo hành,8359.7,198.4,50 Ah,Lead Acid,922,,92.6,Vàng,9 giờ,,78500000
bike,Himo,2020,4,Hết bảo hành,12062,49.7,19 Ah,Lithium-ion,748.0,,33.5,Đen,6-8 giờ,,11200000
motorbike,Zero,2020,1,Còn bảo hành chính hãng,69336.3,150.1,57 Ah,NCA,758.0,,55.0,Hồng,5 giờ,,67300000
bike,Himo,2023,3,Còn bảo hành chính hãng,13013.4,69.3,21 Ah,NCA,683,,33.6,Cam,6-8 giờ,,7100000
motorbike,Dat Bike,2020,1,Còn bảo hành chính hãng,52842.5,97.5,56 Ah,Lithium-ion,298.0,,72.1,Nâu,2.5 giờ,,63200000
bike,Xiaomi,2023,2,Hết bảo hành,4834.7,92.7,26 Ah,LFP,748.0,,26.1,Bạc,2.5 giờ,,26400000
battery,CATL,2021,4,Hết bảo hành,,,58 Ah,NCA,252,17 tháng,,,2.5 giờ,Audi e-tron,49400000
car,Hyundai,2021,4,Còn bảo hành chính hãng,143541.7,538.4,101 kWh,Lead Acid,474,,190.3,Xanh,2.5 giờ,,634200000
bike,Xiaomi,2018,2,Còn bảo hành chính hãng,6754.3,50.5,29 Ah,Lead Acid,163,,38.5,Xanh rêu,7.5 giờ,,14700000
motorbike,Pega,2024,4,Hết bảo hành,55431.4,214.2,78 Ah,NMC,584,,99.8,Vàng,6-8 giờ,,23600000
bike,Trek,2022,1,Còn bảo hành chính hãng,13321.2,54.6,27 Ah,NCA,182,,44.4,Đen,5 giờ,,6600000
motorbike,Vinfast,2019,2,Còn bảo hành chính hãng,58603.8,227.4,77 Ah,NCA,93,,45.0,Hồng,2.5 giờ,,59300000
battery,Panasonic,2020,1,Còn bảo hành chính hãng,,,48 Ah,Lithium-ion,187.0,55 tháng,,,6-8 giờ,,68400000
motorbike,Yadea,2020,2,Hết bảo hành,16402.6,178.8,40 Ah,LFP,184,,92.8,Xanh,9 giờ,,90800000
bike,Trek,2024,2,Còn bảo hành chính hãng,13620,71.4,13 Ah,LFP,530,,32.5,Xanh rêu,4 giờ,,23600000
bike,Trek,2021,1,Hết bảo hành,11668.3,69.1,19 Ah,Lithium-ion,806.0,,43.1,Nâu,7.5 giờ,,11100000
battery,Samsung,2021,1,Còn bảo hành chính hãng,,,106 kWh,NMC,145.0,50 tháng,,,7 giờ,,60300000
car,Wuling,2024,3,Còn bảo hành chính hãng,70564.8,228.2,110 kWh,NCA,773,,225.2,Bạc,8-10 giờ,,1215100000
motorbike,DKBike,2022,4,Hết bảo hành,47704.7,120.4,64 Ah,LFP,20,,92.1,Vàng,8-10 giờ,,29300000
bike,Gogoro,2020,1,Còn bảo hành chính hãng,14450.2,30.9,22 Ah,Lithium-ion,136.0,,25.9,Hồng,7.5 giờ,,6500000
bike,Trek,2023,4,Còn bảo hành chính hãng,7939.1,99.5,14 Ah,NMC,99.0,,30.1,Bạc,3 giờ,,4900000
bike,Specialized,2018,4,Còn bảo hành chính hãng,1177.7,41.6,26 Ah,Lead Acid,551,,38.9,Trắng,8-10 giờ,,10600000
motorbike,Yadea,2022,3,Hết bảo hành,43966.3,179.3,55 Ah,NMC,532,,84.2,Bạc,2.5 giờ,,43400000
motorbike,Zero,2020,4,Hết bảo hành,67113.3,89.8,77 Ah,LFP,31,,67.3,Xanh rêu,2.5 giờ,,53400000
motorbike,Pega,2023,2,Hết bảo hành,45314.7,146.0,67 Ah,Lead Acid,367.0,,44.7,Vàng,2.5 giờ,,33100000
car,Wuling,2019,1,Hết bảo hành,147938.5,549.1,66 kWh,LFP,759.0,,149.2,Bạc,4 giờ,,1426700000
bike,Xiaomi,2021,4,Hết bảo hành,9061.6,49.0,22 Ah,NCA,743,,43.2,Xanh,8-10 giờ,,12100000
battery,CATL,2019,2,Còn bảo hành chính hãng,,,57 Ah,Lithium-ion,409.0,56 tháng,,,7.5 giờ,Audi e-tron,36100000
car,Wuling,2020,3,Hết bảo hành,92205.6,409.1,105 kWh,NCA,728.0,,232.7,Cam,8-10 giờ,,527700000
bike,Gogoro,2022,4,Hết bảo hành,2514.3,58.8,10 Ah,Lithium-ion,896.0,,34.6,Đỏ,5 giờ,,8000000
battery,Panasonic,2019,4,Còn bảo hành chính hãng,,,50 Ah,Lithium-ion,196.0,26 tháng,,,8-10 giờ,Hyundai Kona EV,31400000
motorbike,DKBike,2021,1,Còn bảo hành chính hãng,67897.0,223.2,52 Ah,Lead Acid,236.0,,43.8,Đen,10 giờ,,30600000
battery,Panasonic,2018,4,Còn bảo hành chính hãng,,,40 Ah,NCA,118.0,26 tháng,,,7.5 giờ,,60100000
bike,Specialized,2020,4,Còn bảo hành chính hãng,10391.1,67.4,14 Ah,Lithium-ion,537.0,,44.9,Cam,9 giờ,,6800000
battery,CALB,2024,1,Còn bảo hành chính hãng,,,76 Ah,NCA,42,58 tháng,,,6-8 giờ,Vinfast VF e34,44500000
car,Mercedes,2021,2,Hết bảo hành,127522.3,323.7,50 kWh,LFP,733,,243.6,Trắng,2.5 giờ,,632500000
bike,Xiaomi,2020,3,Hết bảo hành,3468.2,77.0,11 Ah,NCA,791,,32.2,Vàng,5 giờ,,21200000
motorbike,Pega,2019,2,Còn bảo hành chính hãng,47043,168.5,42 Ah,Lead Acid,570,,71.2,Đỏ,7.5 giờ,,41800000
battery,Eve Energy,2022,2,Còn bảo hành chính hãng,,,93 kWh,NMC,980,49 tháng,,,6-8 giờ,,11400000
battery,Samsung,2020,2,Còn bảo hành chính hãng,,,96 kWh,NMC,782,22 tháng,,,7 giờ,Hyundai Kona EV,34000000
bike,Giant,2021,3,Còn bảo hành chính hãng,480.3,82.9,23 Ah,NMC,786.0,,39.1,Đỏ,8-10 giờ,,13200000
battery,Panasonic,2022,3,Hết bảo hành,,,77 kWh,Lithium-ion,122,39 tháng,,,2.5 giờ,,38000000
car,Mercedes,2022,4,Hết bảo hành,88692.7,396.1,100 kWh,NCA,325.0,,236.6,Đỏ,10 giờ,,1508800000
motorbike,DKBike,2022,3,Còn bảo hành chính hãng,36027.9,213.2,69 Ah,LFP,268.0,,77.3,Hồng,2.5 giờ,,82500000
car,Mercedes,2022,3,Còn bảo hành chính hãng,142453.3,273.5,105 kWh,LFP,100,,227.9,Vàng,6-8 giờ,,1092500000
motorbike,DKBike,2019,2,Hết bảo hành,4729.9,87.8,45 Ah,Lead Acid,527.0,,69.6,Xanh,9 giờ,,85000000
bike,Specialized,2024,4,Hết bảo hành,9519.3,46.8,28 Ah,Lithium-ion,145.0,,35.7,Đen,3 giờ,,16000000
motorbike,Dat Bike,2024,2,Hết bảo hành,10718.0,103.6,47 Ah,Lead Acid,867.0,,50.8,Vàng,7 giờ,,50600000
car,BYD,2020,1,Hết bảo hành,62043.4,637.2,76 kWh,Lithium-ion,715.0,,203.5,Cam,6-8 giờ,,1070300000
car,Mercedes,2023,2,Hết bảo hành,29247.2,220.4,54 kWh,LFP,80,,158.3,Xanh rêu,10 giờ,,1971100000
motorbike,Dat Bike,2023,1,Hết bảo hành,2323.1,173.3,44 Ah,Lithium-ion,848.0,,67.6,Xanh,7.5 giờ,,96400000
car,BMW,2018,3,Hết bảo hành,54958.3,451.7,94 kWh,LFP,65.0,,155.0,Nâu,3 giờ,,804000000
motorbike,Pega,2021,4,Hết bảo hành,33732.1,196.9,69 Ah,Lead Acid,268.0,,49.4,Xanh,7.5 giờ,,21200000
battery,CATL,2023,1,Hết bảo hành,,,65 kWh,Lead Acid,592,41 tháng,,,7.5 giờ,Xe đạp điện (Chung),20900000
battery,Panasonic,2019,3,Còn bảo hành chính hãng,,,91 kWh,Lithium-ion,272,20 tháng,,,9 giờ,Tesla Model 3,28800000
car,Vinfast,2024,4,Còn bảo hành chính hãng,138644.2,318.1,77 kWh,NCA,658.0,,161.6,Trắng,10 giờ,,1465800000
bike,Himo,2019,2,Còn bảo hành chính hãng,11224.7,32.6,28 Ah,LFP,405.0,,39.3,Xanh rêu,9 giờ,,21800000
motorbike,Dat Bike,2024,2,Hết bảo hành,35866.3,170.5,57 Ah,NCA,938.0,,66.8,Bạc,10 giờ,,17300000
motorbike,Yadea,2019,3,Còn bảo hành chính hãng,17048.7,125.8,76 Ah,LFP,902,,50.9,Trắng,2.5 giờ,,18900000
bike,Trek,2024,2,Hết bảo hành,12618.6,36.2,21 Ah,LFP,972,,29.7,Trắng,4 giờ,,22200000
motorbike,Vinfast,2023,4,Còn bảo hành chính hãng,24921.8,190.3,57 Ah,LFP,599.0,,45.2,Cam,8-10 giờ,,34500000
car,Wuling,2021,2,Còn bảo hành chính hãng,88232.7,572.7,91 kWh,Lead Acid,489.0,,149.7,Trắng,6-8 giờ,,1628600000
car,Wuling,2021,4,Hết bảo hành,97064.6,485.4,105 kWh,LFP,711,,179.8,Đen,8-10 giờ,,1333700000
car,Mercedes,2020,2,Còn bảo hành chính hãng,140086.9,203.8,70 kWh,NCA,760,,131.4,Vàng,6-8 giờ,,973400000
bike,Gogoro,2021,4,Còn bảo hành chính hãng,2452.2,43.1,18 Ah,LFP,643,,26.6,Đỏ,9 giờ,,8900000
battery,Eve Energy,2021,2,Hết bảo hành,,,79 kWh,Lithium-ion,562,42 tháng,,,8-10 giờ,,56200000
battery,LG Chem,2020,3,Hết bảo hành,,,45 kWh,NCA,939.0,7 tháng,,,8-10 giờ,,39800000
battery,Samsung,2018,3,Còn bảo hành chính hãng,,,50 Ah,Lead Acid,751,9 tháng,,,2.5 giờ,Hyundai Kona EV,21800000
car,Audi,2021,3,Hết bảo hành,146272.5,445.4,100 kWh,LFP,665.0,,224.9,Cam,6-8 giờ,,853500000
car,Tesla,2022,2,Còn bảo hành chính hãng,80488.0,438.3,94 kWh,NMC,866.0,,217.7,Cam,5 giờ,,1008500000
bike,Xiaomi,2018,3,Còn bảo hành chính hãng,4889.0,59.8,10 Ah,NMC,429.0,,39.7,Xanh rêu,9 giờ,,26800000
car,Audi,2022,3,Còn bảo hành chính hãng,91787.7,344.3,86 kWh,NCA,20,,180.9,Cam,6-8 giờ,,1892000000
bike,Giant,2018,2,Còn bảo hành chính hãng,4843.6,71.6,15 Ah,Lead Acid,887.0,,31.7,Xanh,7.5 giờ,,11000000
car,Mercedes,2018,2,Hết bảo hành,9974.6,695.0,62 kWh,NMC,280,,205.8,Xanh,8-10 giờ,,895300000
bike,Himo,2020,3,Còn bảo hành chính hãng,2125.4,30.2,18 Ah,LFP,340,,36.9,Xanh rêu,4 giờ,,16900000
car,Wuling,2023,1,Hết bảo hành,62070.2,374.4,98 kWh,NMC,569.0,,229.1,Xanh rêu,7.5 giờ,,1365900000
battery,CATL,2021,3,Còn bảo hành chính hãng,,,89 kWh,Lead Acid,255.0,19 tháng,,,3 giờ,Hyundai Kona EV,54600000
battery,Samsung,2022,3,Còn bảo hành chính hãng,,,48 kWh,NCA,478.0,39 tháng,,,7.5 giờ,Tesla Model 3,23200000
motorbike,Dat Bike,2024,3,Hết bảo hành,64858.8,202.7,68 Ah,Lithium-ion,566.0,,48.4,Hồng,3 giờ,,53800000
battery,Samsung,2019,2,Hết bảo hành,,,53 Ah,Lead Acid,248.0,35 tháng,,,5 giờ,Dat Bike Weaver,60000000
car,Tesla,2021,1,Hết bảo hành,28367.5,317.8,75 kWh,LFP,744,,237.1,Cam,8-10 giờ,,1765100000
battery,Eve Energy,2022,4,Hết bảo hành,,,81 kWh,Lithium-ion,768.0,30 tháng,,,3 giờ,Audi e-tron,18400000
battery,CALB,2024,3,Còn bảo hành chính hãng,,,78 kWh,NMC,859.0,45 tháng,,,3 giờ,Vinfast VF e34,12500000
battery,CALB,2024,3,Hết bảo hành,,,90 kWh,NCA,819.0,43 tháng,,,7 giờ,"Xe máy điện, xe đạp điện",32400000
motorbike,Dat Bike,2024,3,Hết bảo hành,30768.3,178.2,56 Ah,NCA,42,,94,Xanh,5 giờ,,48600000
bike,Gogoro,2019,2,Còn bảo hành chính hãng,8176.1,93.5,28 Ah,LFP,981,,35.9,Hồng,4 giờ,,11200000
battery,Eve Energy,2024,4,Hết bảo hành,,,106 kWh,Lithium-ion,665.0,12 tháng,,,4 giờ,Dat Bike Weaver,41200000
bike,Trek,2022,1,Hết bảo hành,10421.1,41.7,24 Ah,Lead Acid,987.0,,37.4,Hồng,3 giờ,,12500000
battery,Panasonic,2018,1,Hết bảo hành,,,78 Ah,Lithium-ion,497.0,32 tháng,,,3 giờ,"Xe máy điện, xe đạp điện",35500000
battery,CATL,2021,1,Hết bảo hành,,,77 Ah,Lead Acid,176.0,38 tháng,,,5 giờ,Vinfast VF e34,19700000
battery,LG Chem,2018,3,Còn bảo hành chính hãng,,,105 kWh,Lead Acid,215.0,15 tháng,,,4 giờ,Xe đạp điện (Chung),15600000
motorbike,DKBike,2020,3,Hết bảo hành,24011.5,219.6,70 Ah,NMC,861,,62.7,Xanh rêu,7.5 giờ,,85000000
car,BYD,2024,3,Còn bảo hành chính hãng,90791.7,451.1,57 kWh,Lithium-ion,235.0,,131,Bạc,3 giờ,,1164500000
bike,Gogoro,2023,2,Hết bảo hành,10847.7,80.4,28 Ah,LFP,343,,38.9,Xanh,10 giờ,,18600000
bike,Trek,2020,4,Còn bảo hành chính hãng,3814.4,54.2,20 Ah,Lead Acid,813,,44.2,Nâu,3 giờ,,24700000
battery,Panasonic,2023,3,Còn bảo hành chính hãng,,,47 Ah,Lead Acid,153,28 tháng,,,3 giờ,Vinfast VF e34,36200000
bike,Himo,2020,2,Còn bảo hành chính hãng,9243.5,93.8,17 Ah,Lithium-ion,321,,35.1,Đỏ,8-10 giờ,,12800000
motorbike,Pega,2019,1,Hết bảo hành,50854.1,180.8,75 Ah,LFP,642,,95.1,Nâu,9 giờ,,43300000
car,Hyundai,2023,3,Còn bảo hành chính hãng,3941.9,525.7,80 kWh,Lead Acid,907.0,,194.9,Xanh,7.5 giờ,,2202700000
motorbike,DKBike,2024,2,Hết bảo hành,51577.5,238.8,61 Ah,LFP,70,,94.6,Đỏ,7.5 giờ,,83600000
battery,CALB,2022,3,Hết bảo hành,,,60 kWh,NCA,632,31 tháng,,,9 giờ,Xe đạp điện (Chung),54400000
motorbike,Pega,2020,4,Hết bảo hành,60905.8,168.2,79 Ah,Lithium-ion,20,,76.5,Nâu,7.5 giờ,,25500000
battery,Panasonic,2019,2,Còn bảo hành chính hãng,,,92 kWh,Lithium-ion,988.0,14 tháng,,,2.5 giờ,Vinfast VF e34,23000000
car,Hyundai,2020,1,Còn bảo hành chính hãng,90756.4,257.1,74 kWh,Lithium-ion,136.0,,230.9,Vàng,8-10 giờ,,1956100000
